catalog_label,control_label,relation_label,technique,technique_label,definition
CCI Catalog v2022-04-05,CCI-002403,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,The information system only allows incoming communications from organization-defined authorized sources routed to organization-defined authorized destinations.
CCI Catalog v2022-04-05,CCI-002403,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system only allows incoming communications from organization-defined authorized sources routed to organization-defined authorized destinations.
CCI Catalog v2022-04-05,CCI-002409,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,The information system blocks both inbound and outbound communications traffic between organization-defined communication clients that are independently configured by end users and external service providers.
CCI Catalog v2022-04-05,CCI-002409,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system blocks both inbound and outbound communications traffic between organization-defined communication clients that are independently configured by end users and external service providers.
CCI Catalog v2022-04-05,CCI-002411,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Hardware-basedProcessIsolation,Hardware-based Process Isolation,The information system provides the capability to dynamically isolate/segregate organization-defined information system components from other components of the system.
CCI Catalog v2022-04-05,CCI-002411,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#IOPortRestriction,IO Port Restriction,The information system provides the capability to dynamically isolate/segregate organization-defined information system components from other components of the system.
CCI Catalog v2022-04-05,CCI-002411,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Kernel-basedProcessIsolation,Kernel-based Process Isolation,The information system provides the capability to dynamically isolate/segregate organization-defined information system components from other components of the system.
CCI Catalog v2022-04-05,CCI-002420,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system maintains the confidentiality and/or integrity of information during preparation for transmission.
CCI Catalog v2022-04-05,CCI-002421,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system implements cryptographic mechanisms to prevent unauthorized disclosure of information and/or detect changes to information during transmission unless otherwise protected by organization-defined alternative physical safeguards.
CCI Catalog v2022-04-05,CCI-002422,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system maintains the confidentiality and/or integrity of information during reception.
CCI Catalog v2022-04-05,CCI-002423,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,"The information system implements cryptographic mechanisms to protect message externals (e.g., message headers and routing information) unless otherwise protected by organization-defined alternative physical safeguards."
CCI Catalog v2022-04-05,CCI-002425,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system implements cryptographic mechanisms to conceal or randomize communication patterns unless otherwise protected by organization-defined alternative physical safeguards.
CCI Catalog v2022-04-05,CCI-002426,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system provides a trusted communications path that is logically isolated and distinguishable from other paths.
CCI Catalog v2022-04-05,CCI-002460,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,The information system enforces organization-defined actions prior to executing mobile code.
CCI Catalog v2022-04-05,CCI-002462,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,The information system provides additional data integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.
CCI Catalog v2022-04-05,CCI-002463,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,The information system provides data origin artifacts for internal name/address resolution queries.
CCI Catalog v2022-04-05,CCI-002464,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,The information system provides data integrity protection artifacts for internal name/address resolution queries.
CCI Catalog v2022-04-05,CCI-002465,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,The information system requests data origin authentication verification on the name/address resolution responses the system receives from authoritative sources.
CCI Catalog v2022-04-05,CCI-002466,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,The information system requests data integrity verification on the name/address resolution responses the system receives from authoritative sources.
CCI Catalog v2022-04-05,CCI-002467,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DNSTrafficAnalysis,DNS Traffic Analysis,The information system performs data integrity verification on the name/address resolution responses the system receives from authoritative sources.
CCI Catalog v2022-04-05,CCI-002468,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DNSTrafficAnalysis,DNS Traffic Analysis,The information system performs data origin verification authentication on the name/address resolution responses the system receives from authoritative sources.
CCI Catalog v2022-04-05,CCI-002470,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#CertificatePinning,Certificate Pinning,The information system only allows the use of organization-defined certificate authorities for verification of the establishment of protected sessions.
CCI Catalog v2022-04-05,CCI-002470,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system only allows the use of organization-defined certificate authorities for verification of the establishment of protected sessions.
CCI Catalog v2022-04-05,CCI-002475,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DiskEncryption,Disk Encryption,The information system implements cryptographic mechanisms to prevent unauthorized modification of organization-defined information at rest on organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002475,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileEncryption,File Encryption,The information system implements cryptographic mechanisms to prevent unauthorized modification of organization-defined information at rest on organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002476,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DiskEncryption,Disk Encryption,The information system implements cryptographic mechanisms to prevent unauthorized disclosure of organization-defined information at rest on organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002476,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileEncryption,File Encryption,The information system implements cryptographic mechanisms to prevent unauthorized disclosure of organization-defined information at rest on organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002530,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Hardware-basedProcessIsolation,Hardware-based Process Isolation,The information system maintains a separate execution domain for each executing process.
CCI Catalog v2022-04-05,CCI-002530,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Kernel-basedProcessIsolation,Kernel-based Process Isolation,The information system maintains a separate execution domain for each executing process.
CCI Catalog v2022-04-05,CCI-002531,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Hardware-basedProcessIsolation,Hardware-based Process Isolation,The information system implements underlying hardware separation mechanisms to facilitate process separation.
CCI Catalog v2022-04-05,CCI-002533,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Kernel-basedProcessIsolation,Kernel-based Process Isolation,The information system maintains a separate execution domain for each thread in organization-defined multi-threaded processing.
CCI Catalog v2022-04-05,CCI-002536,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#RFShielding,RF Shielding,The information system protects organization-defined external and internal wireless links from organization-defined types of signal parameter attacks or references to sources for such attacks.
CCI Catalog v2022-04-05,CCI-002546,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#IOPortRestriction,IO Port Restriction,The organization physically disables or removes organization-defined connection ports or input/output devices on organization-defined information systems or information system components.
CCI Catalog v2022-04-05,CCI-002605,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,The organization installs security-relevant software updates within an organization-defined time period of the release of the updates.
CCI Catalog v2022-04-05,CCI-002607,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,The organization installs security-relevant firmware updates within an organization-defined time period of the release of the updates.
CCI Catalog v2022-04-05,CCI-002613,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,The organization installs organization-defined security-relevant software updates automatically to organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002614,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,The organization installs organization-defined security-relevant firmware updates automatically to organization-defined information system components.
CCI Catalog v2022-04-05,CCI-002617,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,"The organization removes organization-defined software components (e.g., previous versions) after updated versions have been installed."
CCI Catalog v2022-04-05,CCI-002618,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SoftwareUpdate,Software Update,"The organization removes organization-defined firmware components (e.g., previous versions) after updated versions have been installed."
CCI Catalog v2022-04-05,CCI-002630,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#ScriptExecutionAnalysis,Script Execution Analysis,The information system detects organization-defined unauthorized operating system commands through the kernel application programming interface at organization-defined information system hardware components.
CCI Catalog v2022-04-05,CCI-002631,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ScriptExecutionAnalysis,Script Execution Analysis,"The information system issues a warning, audits the command execution, or prevents the execution of the command when organization-defined unauthorized operating system commands are detected."
CCI Catalog v2022-04-05,CCI-002661,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,The information system monitors inbound communications traffic per organization-defined frequency for unusual or unauthorized activities or conditions.
CCI Catalog v2022-04-05,CCI-002662,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system monitors outbound communications traffic per organization-defined frequency for unusual or unauthorized activities or conditions.
CCI Catalog v2022-04-05,CCI-002684,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#NetworkTrafficAnalysis,Network Traffic Analysis,The information system audits and/or alerts organization-defined personnel when unauthorized network services are detected.
CCI Catalog v2022-04-05,CCI-002684,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#PlatformMonitoring,Platform Monitoring,The information system audits and/or alerts organization-defined personnel when unauthorized network services are detected.
CCI Catalog v2022-04-05,CCI-002688,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileContentRules,File Content Rules,The information system discovers indicators of compromise.
CCI Catalog v2022-04-05,CCI-002689,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileContentRules,File Content Rules,The information system collects indicators of compromise.
CCI Catalog v2022-04-05,CCI-002690,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileContentRules,File Content Rules,The information system distributes indicators of compromise.
CCI Catalog v2022-04-05,CCI-002691,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileContentRules,File Content Rules,The information system uses indicators of compromise.
CCI Catalog v2022-04-05,CCI-002710,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,"The information system performs an integrity check of organization-defined software at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002710,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,"The information system performs an integrity check of organization-defined software at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002710,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#PointerAuthentication,Pointer Authentication,"The information system performs an integrity check of organization-defined software at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002710,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system performs an integrity check of organization-defined software at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002711,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system performs an integrity check of organization-defined firmware at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002712,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,"The information system performs an integrity check of organization-defined information at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002712,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,"The information system performs an integrity check of organization-defined information at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002712,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#PointerAuthentication,Pointer Authentication,"The information system performs an integrity check of organization-defined information at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002712,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system performs an integrity check of organization-defined information at startup, at organization-defined transitional states or security-relevant events, or on an organization-defined frequency."
CCI Catalog v2022-04-05,CCI-002715,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,"The information system automatically shuts the information system down, restarts the information system, and/or implements organization-defined security safeguards when integrity violations are discovered."
CCI Catalog v2022-04-05,CCI-002715,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,"The information system automatically shuts the information system down, restarts the information system, and/or implements organization-defined security safeguards when integrity violations are discovered."
CCI Catalog v2022-04-05,CCI-002715,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#PointerAuthentication,Pointer Authentication,"The information system automatically shuts the information system down, restarts the information system, and/or implements organization-defined security safeguards when integrity violations are discovered."
CCI Catalog v2022-04-05,CCI-002715,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system automatically shuts the information system down, restarts the information system, and/or implements organization-defined security safeguards when integrity violations are discovered."
CCI Catalog v2022-04-05,CCI-002716,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,The information system implements cryptographic mechanisms to detect unauthorized changes to software.
CCI Catalog v2022-04-05,CCI-002717,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,The information system implements cryptographic mechanisms to detect unauthorized changes to firmware.
CCI Catalog v2022-04-05,CCI-002718,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,The information system implements cryptographic mechanisms to detect unauthorized changes to information.
CCI Catalog v2022-04-05,CCI-002723,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,"The information system, upon detection of a potential integrity violation, provides the capability to audit the event."
CCI Catalog v2022-04-05,CCI-002723,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,"The information system, upon detection of a potential integrity violation, provides the capability to audit the event."
CCI Catalog v2022-04-05,CCI-002723,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#PointerAuthentication,Pointer Authentication,"The information system, upon detection of a potential integrity violation, provides the capability to audit the event."
CCI Catalog v2022-04-05,CCI-002723,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system, upon detection of a potential integrity violation, provides the capability to audit the event."
CCI Catalog v2022-04-05,CCI-002724,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,"The information system, upon detection of a potential integrity violation, initiates one or more of the following actions: generates an audit record; alerts the current user; alerts organization-defined personnel or roles; and/or organization-defined other actions."
CCI Catalog v2022-04-05,CCI-002724,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileHashing,File Hashing,"The information system, upon detection of a potential integrity violation, initiates one or more of the following actions: generates an audit record; alerts the current user; alerts organization-defined personnel or roles; and/or organization-defined other actions."
CCI Catalog v2022-04-05,CCI-002724,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#PointerAuthentication,Pointer Authentication,"The information system, upon detection of a potential integrity violation, initiates one or more of the following actions: generates an audit record; alerts the current user; alerts organization-defined personnel or roles; and/or organization-defined other actions."
CCI Catalog v2022-04-05,CCI-002724,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,"The information system, upon detection of a potential integrity violation, initiates one or more of the following actions: generates an audit record; alerts the current user; alerts organization-defined personnel or roles; and/or organization-defined other actions."
CCI Catalog v2022-04-05,CCI-002726,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,The information system verifies the integrity of the boot process of organization-defined devices.
CCI Catalog v2022-04-05,CCI-002726,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,The information system verifies the integrity of the boot process of organization-defined devices.
CCI Catalog v2022-04-05,CCI-002729,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DriverLoadIntegrityChecking,Driver Load Integrity Checking,The information system implements organization-defined security safeguards to protect the integrity of boot firmware in organization-defined devices.
CCI Catalog v2022-04-05,CCI-002729,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#TPMBootIntegrity,TPM Boot Integrity,The information system implements organization-defined security safeguards to protect the integrity of boot firmware in organization-defined devices.
CCI Catalog v2022-04-05,CCI-002740,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableAllowlisting,Executable Allowlisting,The information system implements cryptographic mechanisms to authenticate organization-defined software or firmware components prior to installation.
CCI Catalog v2022-04-05,CCI-002743,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SenderMTAReputationAnalysis,Sender MTA Reputation Analysis,The information system implements spam protection mechanisms with a learning capability to more effectively identify legitimate communications traffic.
CCI Catalog v2022-04-05,CCI-002743,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SenderReputationAnalysis,Sender Reputation Analysis,The information system implements spam protection mechanisms with a learning capability to more effectively identify legitimate communications traffic.
CCI Catalog v2022-04-05,CCI-002746,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DatabaseQueryStringAnalysis,Database Query String Analysis,The information system provides a manual override capability for input validation of organization-defined inputs.
CCI Catalog v2022-04-05,CCI-002748,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DatabaseQueryStringAnalysis,Database Query String Analysis,The information system restricts the use of the manual override capability to only organization-defined authorized individuals.
CCI Catalog v2022-04-05,CCI-002749,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DatabaseQueryStringAnalysis,Database Query String Analysis,The information system audits the use of the manual override capability.
CCI Catalog v2022-04-05,CCI-002771,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system validates information output from organization-defined software programs and/or applications to ensure that the information is consistent with the expected content.
CCI Catalog v2022-04-05,CCI-002824,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DeadCodeElimination,Dead Code Elimination,The information system implements organization-defined security safeguards to protect its memory from unauthorized code execution.
CCI Catalog v2022-04-05,CCI-002824,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessSegmentExecutionPrevention,Process Segment Execution Prevention,The information system implements organization-defined security safeguards to protect its memory from unauthorized code execution.
CCI Catalog v2022-04-05,CCI-002824,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SegmentAddressOffsetRandomization,Segment Address Offset Randomization,The information system implements organization-defined security safeguards to protect its memory from unauthorized code execution.
CCI Catalog v2022-04-05,CCI-002824,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#StackFrameCanaryValidation,Stack Frame Canary Validation,The information system implements organization-defined security safeguards to protect its memory from unauthorized code execution.
CCI Catalog v2022-04-05,CCI-002883,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system restricts the use of maintenance tools to authorized personnel only.
CCI Catalog v2022-04-05,CCI-002890,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.
CCI Catalog v2022-04-05,CCI-002891,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#RemoteTerminalSessionDetection,Remote Terminal Session Detection,The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.
CCI Catalog v2022-04-05,CCI-003014,exactly,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces organization-defined mandatory access control policies over all subjects and objects.
CCI Catalog v2022-04-05,CCI-003123,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#EncryptedTunnels,Encrypted Tunnels,The information system implements cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.
